Número do contrato,Data de assinatura do contrato,Valor do contrato,Duração do contrato,Nome da empresa ou fornecedor contratado,Nome da agência governamental,Valor total do contrato,Valor pago até o momento,Valor a ser pago no futuro,Data de pagamento de parcelas,Latitude,Longitude,Região,Estado,Histórico de Pagamentos
3628,2022-08-28,14498.82,4,Araújo,Ministério da Justiça,14498.82,13803.84,64.56999999999952,"[datetime.date(2023, 8, 3), datetime.date(2025, 4, 5), datetime.date(2022, 12, 20), datetime.date(2025, 9, 12)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2023, 8, 3), 'Valor': 249.84}, {'Data Pagamento': datetime.date(2025, 4, 5), 'Valor': 23.54}, {'Data Pagamento': datetime.date(2022, 12, 20), 'Valor': 330.14}, {'Data Pagamento': datetime.date(2025, 9, 12), 'Valor': 26.89}]"
7637,2023-04-27,21325.04,3,Freitas,Ministério da Saúde,21325.04,5680.77,438.26,"[datetime.date(2025, 2, 4), datetime.date(2023, 5, 24), datetime.date(2024, 7, 1)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2025, 2, 4), 'Valor': 3074.28}, {'Data Pagamento': datetime.date(2023, 5, 24), 'Valor': 11743.74}, {'Data Pagamento': datetime.date(2024, 7, 1), 'Valor': 387.99}]"
8540,2023-06-24,28681.52,1,Rezende S/A,Ministério do Meio Ambiente,28681.52,3384.71,16955.870000000003,"[datetime.date(2024, 2, 13)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2024, 2, 13), 'Valor': 8340.94}]"
8152,2021-03-11,13556.69,5,Mendes,Ministério das Relações Exteriores,13556.69,5032.07,433.4800000000016,"[datetime.date(2024, 7, 30), datetime.date(2025, 9, 3), datetime.date(2021, 6, 19), datetime.date(2024, 8, 29), datetime.date(2024, 3, 26)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2024, 7, 30), 'Valor': 623.11}, {'Data Pagamento': datetime.date(2025, 9, 3), 'Valor': 1393.69}, {'Data Pagamento': datetime.date(2021, 6, 19), 'Valor': 4186.75}, {'Data Pagamento': datetime.date(2024, 8, 29), 'Valor': 360.51}, {'Data Pagamento': datetime.date(2024, 3, 26), 'Valor': 1527.08}]"
4702,2023-07-20,22261.22,3,Jesus Rezende Ltda.,Ministério da Justiça,22261.22,19994.37,69.62000000000222,"[datetime.date(2025, 9, 3), datetime.date(2025, 5, 18), datetime.date(2023, 8, 30)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2025, 9, 3), 'Valor': 1969.81}, {'Data Pagamento': datetime.date(2025, 5, 18), 'Valor': 24.93}, {'Data Pagamento': datetime.date(2023, 8, 30), 'Valor': 202.49}]"
5608,2019-02-26,40710.37,3,Costa,Ministério da Economia,40710.37,9587.62,795.7199999999982,"[datetime.date(2020, 6, 11), datetime.date(2019, 10, 22), datetime.date(2022, 2, 12)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2020, 6, 11), 'Valor': 30132.58}, {'Data Pagamento': datetime.date(2019, 10, 22), 'Valor': 9.86}, {'Data Pagamento': datetime.date(2022, 2, 12), 'Valor': 184.59}]"
6001,2022-11-27,28425.64,1,da Luz,Ministério da Defesa,28425.64,3135.33,8497.789999999997,"[datetime.date(2023, 2, 8)]",-3.119,-60.0212,Norte,AM,"[{'Data Pagamento': datetime.date(2023, 2, 8), 'Valor': 16792.52}]"
3204,2021-08-19,24028.98,2,Lopes e Filhos,Ministério da Justiça,24028.98,15312.43,5.259999999999195,"[datetime.date(2021, 11, 5), datetime.date(2023, 5, 1)]",-9.9747,-67.8076,Norte,AC,"[{'Data Pagamento': datetime.date(2021, 11, 5), 'Valor': 7859.46}, {'Data Pagamento': datetime.date(2023, 5, 1), 'Valor': 851.83}]"
7203,2022-08-11,21159.59,1,Lopes S.A.,Ministério da Justiça,21159.59,15801.65,533.8100000000004,"[datetime.date(2022, 8, 18)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2022, 8, 18), 'Valor': 4824.13}]"
6596,2023-08-22,37979.77,4,Farias S/A,Ministério do Meio Ambiente,37979.77,35335.5,49.09999999999707,"[datetime.date(2025, 12, 28), datetime.date(2026, 12, 27), datetime.date(2026, 5, 28), datetime.date(2026, 1, 15)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2025, 12, 28), 'Valor': 263.64}, {'Data Pagamento': datetime.date(2026, 12, 27), 'Valor': 337.12}, {'Data Pagamento': datetime.date(2026, 5, 28), 'Valor': 1102.09}, {'Data Pagamento': datetime.date(2026, 1, 15), 'Valor': 892.32}]"
4366,2020-08-24,23879.97,4,Jesus Cunha S.A.,"Ministério da Agricultura, Pecuária e Abastecimento",23879.97,19486.84,0.04000000000110049,"[datetime.date(2022, 3, 31), datetime.date(2022, 1, 18), datetime.date(2024, 7, 15), datetime.date(2024, 5, 14)]",-5.09194,-42.8034,Nordeste,PI,"[{'Data Pagamento': datetime.date(2022, 3, 31), 'Valor': 3069.46}, {'Data Pagamento': datetime.date(2022, 1, 18), 'Valor': 1209.62}, {'Data Pagamento': datetime.date(2024, 7, 15), 'Valor': 14.82}, {'Data Pagamento': datetime.date(2024, 5, 14), 'Valor': 99.19}]"
8227,2021-02-12,22070.56,5,Duarte,Ministério da Educação,22070.56,11656.99,140.6900000000018,"[datetime.date(2023, 5, 14), datetime.date(2022, 6, 28), datetime.date(2026, 2, 7), datetime.date(2024, 2, 22), datetime.date(2022, 3, 21)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2023, 5, 14), 'Valor': 5856.15}, {'Data Pagamento': datetime.date(2022, 6, 28), 'Valor': 2536.5}, {'Data Pagamento': datetime.date(2026, 2, 7), 'Valor': 1565.4}, {'Data Pagamento': datetime.date(2024, 2, 22), 'Valor': 62.74}, {'Data Pagamento': datetime.date(2022, 3, 21), 'Valor': 252.09}]"
1682,2022-08-16,27501.97,1,Castro,Ministério da Saúde,27501.97,13630.54,1989.2900000000009,"[datetime.date(2023, 4, 11)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2023, 4, 11), 'Valor': 11882.14}]"
4301,2019-04-26,21293.86,2,Costa,Ministério da Justiça,21293.86,20054.03,25.170000000001792,"[datetime.date(2019, 12, 9), datetime.date(2020, 3, 24)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2019, 12, 9), 'Valor': 1105.05}, {'Data Pagamento': datetime.date(2020, 3, 24), 'Valor': 109.61}]"
7282,2018-12-01,18797.86,5,Duarte,Ministério da Justiça,18797.86,4351.55,1133.0700000000015,"[datetime.date(2020, 11, 11), datetime.date(2019, 10, 9), datetime.date(2021, 2, 10), datetime.date(2021, 1, 1), datetime.date(2018, 12, 21)]",-19.9102,-43.9266,Sudeste,MG,"[{'Data Pagamento': datetime.date(2020, 11, 11), 'Valor': 9780.98}, {'Data Pagamento': datetime.date(2019, 10, 9), 'Valor': 3039.07}, {'Data Pagamento': datetime.date(2021, 2, 10), 'Valor': 138.63}, {'Data Pagamento': datetime.date(2021, 1, 1), 'Valor': 50.87}, {'Data Pagamento': datetime.date(2018, 12, 21), 'Valor': 303.69}]"
7680,2021-02-26,32173.75,3,Caldeira,Ministério da Economia,32173.75,22814.6,1358.0200000000027,"[datetime.date(2023, 10, 5), datetime.date(2021, 4, 11), datetime.date(2021, 10, 25)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2023, 10, 5), 'Valor': 943.21}, {'Data Pagamento': datetime.date(2021, 4, 11), 'Valor': 3749.74}, {'Data Pagamento': datetime.date(2021, 10, 25), 'Valor': 3308.18}]"
5954,2023-03-28,27473.89,5,Monteiro,Ministério das Relações Exteriores,27473.89,2319.67,1265.5000000000014,"[datetime.date(2027, 12, 29), datetime.date(2024, 11, 17), datetime.date(2025, 12, 20), datetime.date(2027, 4, 22), datetime.date(2024, 12, 21)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2027, 12, 29), 'Valor': 1346.53}, {'Data Pagamento': datetime.date(2024, 11, 17), 'Valor': 154.38}, {'Data Pagamento': datetime.date(2025, 12, 20), 'Valor': 16141.26}, {'Data Pagamento': datetime.date(2027, 4, 22), 'Valor': 4962.4}, {'Data Pagamento': datetime.date(2024, 12, 21), 'Valor': 1284.15}]"
8738,2021-03-05,11661.65,3,Souza,Ministério das Relações Exteriores,11661.65,7433.83,527.6999999999999,"[datetime.date(2023, 11, 5), datetime.date(2021, 8, 10), datetime.date(2023, 2, 1)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2023, 11, 5), 'Valor': 2755.22}, {'Data Pagamento': datetime.date(2021, 8, 10), 'Valor': 235.79}, {'Data Pagamento': datetime.date(2023, 2, 1), 'Valor': 709.11}]"
5177,2022-01-03,32286.98,1,da Luz,Ministério da Economia,32286.98,3012.34,27665.22,"[datetime.date(2022, 11, 7)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2022, 11, 7), 'Valor': 1609.42}]"
2590,2021-05-25,14935.94,3,Rocha,Ministério do Desenvolvimento Regional,14935.94,4557.84,84.97000000000071,"[datetime.date(2023, 10, 15), datetime.date(2023, 9, 12), datetime.date(2022, 5, 6)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2023, 10, 15), 'Valor': 8571.4}, {'Data Pagamento': datetime.date(2023, 9, 12), 'Valor': 194.95}, {'Data Pagamento': datetime.date(2022, 5, 6), 'Valor': 1526.78}]"
4372,2020-10-07,26289.04,2,Nunes Vieira - ME,Ministério da Saúde,26289.04,23933.19,1173.900000000002,"[datetime.date(2022, 1, 14), datetime.date(2020, 11, 23)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2022, 1, 14), 'Valor': 364.38}, {'Data Pagamento': datetime.date(2020, 11, 23), 'Valor': 817.57}]"
2174,2020-07-28,17352.26,1,Farias,Ministério da Educação,17352.26,5219.13,11915.869999999997,"[datetime.date(2020, 8, 10)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2020, 8, 10), 'Valor': 217.26}]"
1648,2021-12-12,33247.92,2,Alves,Ministério da Defesa,33247.92,15991.99,1239.81,"[datetime.date(2023, 8, 19), datetime.date(2022, 2, 26)]",-25.4195,-49.2646,Sul,PR,"[{'Data Pagamento': datetime.date(2023, 8, 19), 'Valor': 13402.09}, {'Data Pagamento': datetime.date(2022, 2, 26), 'Valor': 2614.03}]"
8856,2023-04-23,27846.55,2,Ribeiro,Ministério da Economia,27846.55,22232.33,751.3099999999977,"[datetime.date(2024, 11, 12), datetime.date(2024, 4, 26)]",-9.66599,-35.735,Nordeste,AL,"[{'Data Pagamento': datetime.date(2024, 11, 12), 'Valor': 404.46}, {'Data Pagamento': datetime.date(2024, 4, 26), 'Valor': 4458.45}]"
4388,2021-09-18,45656.05,4,Mendes,Ministério da Defesa,45656.05,17075.77,523.4100000000021,"[datetime.date(2024, 12, 11), datetime.date(2022, 5, 30), datetime.date(2025, 3, 18), datetime.date(2024, 6, 27)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2024, 12, 11), 'Valor': 14828.7}, {'Data Pagamento': datetime.date(2022, 5, 30), 'Valor': 9559.41}, {'Data Pagamento': datetime.date(2025, 3, 18), 'Valor': 1439.04}, {'Data Pagamento': datetime.date(2024, 6, 27), 'Valor': 2229.72}]"
2292,2022-08-01,46651.91,2,Duarte Castro S/A,Ministério das Relações Exteriores,46651.91,16343.59,1173.640000000003,"[datetime.date(2024, 3, 25), datetime.date(2023, 7, 25)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2024, 3, 25), 'Valor': 12604.94}, {'Data Pagamento': datetime.date(2023, 7, 25), 'Valor': 16529.74}]"
3177,2022-10-19,13648.15,2,Duarte,Ministério da Saúde,13648.15,8869.03,455.7299999999989,"[datetime.date(2023, 10, 9), datetime.date(2023, 4, 2)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2023, 10, 9), 'Valor': 3352.63}, {'Data Pagamento': datetime.date(2023, 4, 2), 'Valor': 970.76}]"
3402,2019-09-06,26828.13,5,Rocha,Ministério da Economia,26828.13,26282.35,1.0900000000024814,"[datetime.date(2022, 9, 13), datetime.date(2022, 4, 7), datetime.date(2024, 4, 5), datetime.date(2021, 10, 11), datetime.date(2020, 9, 19)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2022, 9, 13), 'Valor': 299.0}, {'Data Pagamento': datetime.date(2022, 4, 7), 'Valor': 139.45}, {'Data Pagamento': datetime.date(2024, 4, 5), 'Valor': 69.01}, {'Data Pagamento': datetime.date(2021, 10, 11), 'Valor': 32.65}, {'Data Pagamento': datetime.date(2020, 9, 19), 'Valor': 4.58}]"
6058,2021-11-13,38572.64,3,da Costa,Ministério das Relações Exteriores,38572.64,38163.68,178.71999999999915,"[datetime.date(2023, 11, 13), datetime.date(2023, 7, 24), datetime.date(2024, 3, 22)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2023, 11, 13), 'Valor': 95.96}, {'Data Pagamento': datetime.date(2023, 7, 24), 'Valor': 118.44}, {'Data Pagamento': datetime.date(2024, 3, 22), 'Valor': 15.84}]"
6048,2023-05-24,43626.16,1,Carvalho,Ministério das Relações Exteriores,43626.16,15111.82,27446.960000000003,"[datetime.date(2023, 7, 19)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2023, 7, 19), 'Valor': 1067.38}]"
9281,2023-09-03,38586.03,1,Oliveira,Ministério da Educação,38586.03,18148.71,16062.75,"[datetime.date(2023, 9, 17)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2023, 9, 17), 'Valor': 4374.57}]"
5539,2021-02-20,37922.07,5,Oliveira Nascimento - ME,Ministério do Desenvolvimento Regional,37922.07,501.43,6325.540000000001,"[datetime.date(2024, 6, 27), datetime.date(2024, 3, 11), datetime.date(2024, 9, 7), datetime.date(2023, 4, 28), datetime.date(2026, 1, 24)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2024, 6, 27), 'Valor': 4097.03}, {'Data Pagamento': datetime.date(2024, 3, 11), 'Valor': 8633.08}, {'Data Pagamento': datetime.date(2024, 9, 7), 'Valor': 4789.28}, {'Data Pagamento': datetime.date(2023, 4, 28), 'Valor': 5558.3}, {'Data Pagamento': datetime.date(2026, 1, 24), 'Valor': 8017.41}]"
6683,2023-09-18,23935.08,4,Gomes,Ministério da Saúde,23935.08,9135.85,683.3900000000021,"[datetime.date(2024, 1, 19), datetime.date(2026, 5, 11), datetime.date(2026, 11, 24), datetime.date(2025, 1, 9)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2024, 1, 19), 'Valor': 12159.21}, {'Data Pagamento': datetime.date(2026, 5, 11), 'Valor': 1055.4}, {'Data Pagamento': datetime.date(2026, 11, 24), 'Valor': 276.67}, {'Data Pagamento': datetime.date(2025, 1, 9), 'Valor': 624.56}]"
9860,2019-05-11,24849.81,2,Gomes,"Ministério da Agricultura, Pecuária e Abastecimento",24849.81,18445.76,4464.680000000004,"[datetime.date(2020, 3, 12), datetime.date(2021, 1, 24)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2020, 3, 12), 'Valor': 648.31}, {'Data Pagamento': datetime.date(2021, 1, 24), 'Valor': 1291.06}]"
4671,2021-01-01,29773.21,3,Teixeira Rodrigues S/A,Ministério da Defesa,29773.21,5802.02,6346.189999999999,"[datetime.date(2022, 6, 13), datetime.date(2023, 4, 14), datetime.date(2022, 5, 1)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2022, 6, 13), 'Valor': 5704.23}, {'Data Pagamento': datetime.date(2023, 4, 14), 'Valor': 9379.69}, {'Data Pagamento': datetime.date(2022, 5, 1), 'Valor': 2541.08}]"
8096,2020-10-01,22285.26,4,Nogueira S.A.,"Ministério da Agricultura, Pecuária e Abastecimento",22285.26,19191.54,67.90999999999752,"[datetime.date(2023, 12, 9), datetime.date(2021, 12, 12), datetime.date(2022, 10, 25), datetime.date(2022, 6, 13)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2023, 12, 9), 'Valor': 2368.5}, {'Data Pagamento': datetime.date(2021, 12, 12), 'Valor': 580.75}, {'Data Pagamento': datetime.date(2022, 10, 25), 'Valor': 56.63}, {'Data Pagamento': datetime.date(2022, 6, 13), 'Valor': 19.93}]"
7520,2021-06-07,33043.53,3,Pereira Silveira Ltda.,Ministério da Defesa,33043.53,16653.59,415.4299999999985,"[datetime.date(2023, 12, 3), datetime.date(2023, 1, 2), datetime.date(2024, 3, 1)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2023, 12, 3), 'Valor': 14264.34}, {'Data Pagamento': datetime.date(2023, 1, 2), 'Valor': 1029.19}, {'Data Pagamento': datetime.date(2024, 3, 1), 'Valor': 680.98}]"
8995,2020-10-05,39869.98,4,da Mota,Ministério da Justiça,39869.98,19568.1,2357.190000000005,"[datetime.date(2023, 6, 11), datetime.date(2022, 5, 17), datetime.date(2022, 3, 21), datetime.date(2021, 8, 8)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2023, 6, 11), 'Valor': 11139.49}, {'Data Pagamento': datetime.date(2022, 5, 17), 'Valor': 1183.79}, {'Data Pagamento': datetime.date(2022, 3, 21), 'Valor': 183.26}, {'Data Pagamento': datetime.date(2021, 8, 8), 'Valor': 5438.15}]"
2720,2018-12-19,12255.7,4,Dias,Ministério das Relações Exteriores,12255.7,641.91,200.22000000000116,"[datetime.date(2019, 12, 9), datetime.date(2022, 6, 20), datetime.date(2019, 7, 18), datetime.date(2021, 3, 13)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2019, 12, 9), 'Valor': 4358.25}, {'Data Pagamento': datetime.date(2022, 6, 20), 'Valor': 1926.16}, {'Data Pagamento': datetime.date(2019, 7, 18), 'Valor': 2543.81}, {'Data Pagamento': datetime.date(2021, 3, 13), 'Valor': 2585.35}]"
9405,2021-03-04,40407.87,3,Moraes,Ministério da Economia,40407.87,11576.26,331.19999999999914,"[datetime.date(2022, 2, 24), datetime.date(2022, 11, 13), datetime.date(2023, 6, 6)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2022, 2, 24), 'Valor': 25363.06}, {'Data Pagamento': datetime.date(2022, 11, 13), 'Valor': 3089.59}, {'Data Pagamento': datetime.date(2023, 6, 6), 'Valor': 47.76}]"
9905,2021-11-10,11096.64,3,Pires - ME,Ministério da Educação,11096.64,4455.08,2018.2499999999995,"[datetime.date(2023, 6, 6), datetime.date(2023, 4, 16), datetime.date(2024, 3, 7)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2023, 6, 6), 'Valor': 2164.6}, {'Data Pagamento': datetime.date(2023, 4, 16), 'Valor': 1768.28}, {'Data Pagamento': datetime.date(2024, 3, 7), 'Valor': 690.43}]"
7550,2022-08-14,21896.9,1,Gomes - ME,Ministério da Saúde,21896.9,6154.76,3560.3600000000006,"[datetime.date(2023, 6, 10)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2023, 6, 10), 'Valor': 12181.78}]"
3033,2021-11-01,44400.79,2,Cardoso,Ministério da Saúde,44400.79,29159.31,632.1699999999989,"[datetime.date(2022, 4, 21), datetime.date(2021, 11, 10)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2022, 4, 21), 'Valor': 13079.03}, {'Data Pagamento': datetime.date(2021, 11, 10), 'Valor': 1530.28}]"
9292,2019-04-30,36735.79,5,Gomes Nascimento - EI,Ministério das Relações Exteriores,36735.79,31692.39,188.68000000000134,"[datetime.date(2019, 11, 4), datetime.date(2023, 8, 6), datetime.date(2020, 1, 14), datetime.date(2020, 1, 13), datetime.date(2019, 11, 7)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2019, 11, 4), 'Valor': 2567.05}, {'Data Pagamento': datetime.date(2023, 8, 6), 'Valor': 422.02}, {'Data Pagamento': datetime.date(2020, 1, 14), 'Valor': 1656.79}, {'Data Pagamento': datetime.date(2020, 1, 13), 'Valor': 26.77}, {'Data Pagamento': datetime.date(2019, 11, 7), 'Valor': 182.09}]"
6242,2021-11-30,32589.71,2,Moura S.A.,Ministério do Meio Ambiente,32589.71,10926.39,2147.539999999999,"[datetime.date(2023, 11, 5), datetime.date(2023, 4, 1)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2023, 11, 5), 'Valor': 18379.11}, {'Data Pagamento': datetime.date(2023, 4, 1), 'Valor': 1136.67}]"
9181,2023-09-13,19424.69,2,Cardoso,Ministério da Educação,19424.69,5288.48,5228.079999999999,"[datetime.date(2025, 9, 9), datetime.date(2025, 5, 17)]",-25.4195,-49.2646,Sul,PR,"[{'Data Pagamento': datetime.date(2025, 9, 9), 'Valor': 7100.63}, {'Data Pagamento': datetime.date(2025, 5, 17), 'Valor': 1807.5}]"
8954,2022-02-23,21829.54,2,Silva,Ministério das Relações Exteriores,21829.54,18170.92,285.20000000000255,"[datetime.date(2022, 12, 6), datetime.date(2023, 9, 16)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2022, 12, 6), 'Valor': 120.65}, {'Data Pagamento': datetime.date(2023, 9, 16), 'Valor': 3252.77}]"
1258,2021-07-11,48783.94,3,da Rosa e Filhos,"Ministério da Agricultura, Pecuária e Abastecimento",48783.94,26274.45,2136.4900000000016,"[datetime.date(2023, 3, 30), datetime.date(2023, 11, 14), datetime.date(2021, 9, 30)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2023, 3, 30), 'Valor': 15763.84}, {'Data Pagamento': datetime.date(2023, 11, 14), 'Valor': 3217.36}, {'Data Pagamento': datetime.date(2021, 9, 30), 'Valor': 1391.8}]"
5438,2020-02-09,13682.39,1,Oliveira,Ministério das Relações Exteriores,13682.39,12987.39,679.47,"[datetime.date(2020, 5, 2)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2020, 5, 2), 'Valor': 15.53}]"
6988,2019-11-16,11320.78,1,Viana,"Ministério da Agricultura, Pecuária e Abastecimento",11320.78,9314.7,1391.92,"[datetime.date(2020, 5, 28)]",-15.601,-56.0974,Centro-Oeste,MT,"[{'Data Pagamento': datetime.date(2020, 5, 28), 'Valor': 614.16}]"
4679,2020-06-17,29007.08,3,Melo - ME,Ministério da Economia,29007.08,15254.64,871.6900000000027,"[datetime.date(2022, 4, 27), datetime.date(2021, 9, 26), datetime.date(2021, 8, 12)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2022, 4, 27), 'Valor': 2331.91}, {'Data Pagamento': datetime.date(2021, 9, 26), 'Valor': 10385.49}, {'Data Pagamento': datetime.date(2021, 8, 12), 'Valor': 163.35}]"
9180,2022-03-18,23700.99,3,Costa,Ministério da Educação,23700.99,22029.76,394.5700000000031,"[datetime.date(2023, 7, 11), datetime.date(2024, 3, 8), datetime.date(2024, 1, 5)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2023, 7, 11), 'Valor': 405.94}, {'Data Pagamento': datetime.date(2024, 3, 8), 'Valor': 28.94}, {'Data Pagamento': datetime.date(2024, 1, 5), 'Valor': 841.78}]"
1127,2018-10-27,49601.55,2,da Rocha,Ministério do Meio Ambiente,49601.55,32111.42,1666.0400000000045,"[datetime.date(2018, 12, 5), datetime.date(2020, 8, 2)]",-25.4195,-49.2646,Sul,PR,"[{'Data Pagamento': datetime.date(2018, 12, 5), 'Valor': 12638.18}, {'Data Pagamento': datetime.date(2020, 8, 2), 'Valor': 3185.91}]"
9252,2019-02-07,36952.77,4,Fogaça,Ministério do Meio Ambiente,36952.77,20400.14,34.539999999997555,"[datetime.date(2022, 2, 18), datetime.date(2021, 6, 12), datetime.date(2019, 10, 13), datetime.date(2022, 4, 20)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2022, 2, 18), 'Valor': 15466.16}, {'Data Pagamento': datetime.date(2021, 6, 12), 'Valor': 961.91}, {'Data Pagamento': datetime.date(2019, 10, 13), 'Valor': 55.67}, {'Data Pagamento': datetime.date(2022, 4, 20), 'Valor': 34.35}]"
3511,2020-03-04,42500.42,2,Jesus Mendes S.A.,Ministério da Educação,42500.42,4057.61,1082.750000000001,"[datetime.date(2020, 3, 9), datetime.date(2020, 10, 26)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2020, 3, 9), 'Valor': 34925.77}, {'Data Pagamento': datetime.date(2020, 10, 26), 'Valor': 2434.29}]"
